"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"761","嘉義市西區衛生所","嘉義市","西區","嘉義市西區德明路1號","其他","其他場所","","1080","嘉義市西區衛生所服務台外側","嘉義市西區衛生所大門口","23.479976","120.431072","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全日開放 但不定時支援救護時 不提供服務.","0919898209"
"884","嘉義市東區衛生所","嘉義市","東區","嘉義市東區大雅路二段625號","其他","其他場所","","1081","本所1樓大廳","放置1樓大廳，面向電梯前左側〈於預訪注射掛號室右側〉。","23.476948","120.466271","08:00:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","","05-2750423"
"802","交通部臺灣鐵路管理局高雄運務段嘉義站","嘉義市","西區","嘉義市西區中山路528號","交通要衝","台鐵車站","","1085","嘉義車站服務中心旁","嘉義車站(前站)旅客服務中心之左側","23.479327","120.440905","05:00:00","23:30:00","05:00:00","23:30:00","05:00:00","23:30:00","","05-2228904"
"284","新光三越嘉義垂楊店","嘉義市","西區","嘉義市西區垂楊路726號","大型購物場所","百貨業","位於新光三越廣寧街東側門","1089","1樓東側門打卡機左側","1樓東側門進入之後,左手邊打卡機旁,三部電梯斜對面","23.473116","120.44137","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","05-2224888轉1900"
"13645","小人國企業股份有限公司","桃園市","龍潭區","桃園市龍潭區高原村7鄰高原路891號","觀光旅遊地區","民營遊樂業","","1096","售票口服務台旁","位園區售票口服務台旁","24.831567","121.187232","10:00:00","16:00:00","10:00:00","17:00:00","10:00:00","17:00:00","","0911-103-236"
"13645","小人國企業股份有限公司","桃園市","龍潭區","桃園市龍潭區高原村7鄰高原路891號","觀光旅遊地區","民營遊樂業","","1097","室內樂園服務台旁","位於後區遊樂設施旋轉木馬前服務台旁","24.836805","121.179148","10:00:00","17:00:00","10:00:00","17:00:00","10:00:00","17:00:00","","0911-103-236"
"3236","三立影城股份有限公司楊梅分公司(埔心牧場)","桃園市","楊梅區","桃園市楊梅區高榮里幼獅路1段439號","觀光旅遊地區","民營遊樂業","","1098","住宿區服務中心","埔心牧場園區內","24.923833","121.182219","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全日開放","03-4644132#143.146"
"248","國道高速公路關西服務區","新竹縣","關西鎮","新竹縣關西鎮東安里11鄰上三屯14號","交通要衝","高速公路服務區","","1100","一樓服務台旁","國道三號高速公路關西服務區一樓服務台旁","24.801103","121.192443","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-5876600"
"18208","銘傳大學桃園校區(桃園市龜山區德明路5號)","桃園市","龜山區","桃園市龜山區桃園市龜山區德明路5號","學校、大型集會場所","大專院校","","1103","銘傳大學桃園校區(圖書館大樓1樓近明園電話亭旁)","圖書館大樓一樓近明園電話亭旁","24.985144","121.344205","08:00:00","22:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","03-3507001*9"
"15397","長庚學校財團法人長庚科技大學－第二教學大樓","桃園市","龜山區","桃園市龜山區文化一路261號","學校、大型集會場所","大專院校","","1106","第二教學大樓5樓","第二教學大樓5樓D503教室前","25.033485","121.387643","07:40:00","16:20:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2118999轉1155"
"284","新光三越嘉義垂楊店","嘉義市","西區","嘉義市西區垂楊路726號","大型購物場所","百貨業","位於新光三越廣寧街東側門","1107","新光三越嘉義垂楊店9F醫務室","新光三越嘉義垂楊店9F醫務室門口外","23.47356061523","120.44088017685","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","位於新光三越廣寧街東側門","05-2224888#1900"
"13975","黑松股份有限公司中壢廠","桃園市","中壢區","桃園市中壢區中園路178號","其他","其他場所","","1112","辦公大樓一樓","放置於辦公大樓一樓卡鐘旁","24.977388","121.236652","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-4523101"
"44","臺東縣池上鄉衛生所","臺東縣","池上鄉","臺東縣池上鄉中山路104號","其他","其他場所","","1117","本所一樓大廳","本所一樓大廳面對掛號室右側","23.121787","121.214741","08:00:00","17:30:00","","","","","星期六、日及國定假日休息","089-862609"
"14","台東縣鹿野鄉衛生所","臺東縣","鹿野鄉","臺東縣鹿野鄉中華路一段418號","其他","其他場所","","1122","台東縣鹿野鄉衛生所","台東縣鹿野鄉衛生所後棟後門入口左側","22.91035","121.136282","08:00:00","17:00:00","","","","","","089-551074"
"993","環球購物中心股份有限公司屏東分公司","屏東縣","屏東市","屏東縣屏東市仁愛路90號","大型購物場所","百貨業","","1125","環球購物中心 五樓客梯前","環球購物中心 五樓客梯前方","22.673267","120.493402","11:00:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","","08-7663899"
"24870","荷蘭商英特格國際控股有限公司台灣分公司(高雄北廠)","高雄市","路竹區","高雄市路竹區路科八路2號","其他","其他場所","","1134","A棟","A棟大廳","22.838090858559","120.26090611229","08:00:00","17:00:00","","","","","","0911872665"
"1796","義大遊樂世界","高雄市","大樹區","高雄市大樹區學城路一段10號","觀光旅遊地區","國家級風景區","","1139","台灣故事館1樓","台灣故事館1樓，希臘主題館左側","22.729897836516","120.40757865658","09:00:00","17:30:00","09:00:00","17:30:00","09:00:00","17:30:00","","07-6568100(分機2423)"
"1793","義大世界購物廣場","高雄市","大樹區","高雄市大樹區三和里學城路一段12號","大型購物場所","百貨業","","1140","B區B1顧客服務中心","B區B1F顧客服務中心前的手扶梯旁架設AED","23.011186","120.665481","11:00:00","22:00:00","10:00:00","22:00:00","10:00:00","22:00:00","","07-6568100#3220"
"1770","夢時代購物中心","高雄市","前鎮區","高雄市前鎮區中華五路789號","大型購物場所","百貨業","","1146","1樓服務台","1樓服務台前方","22.595301","120.307519","11:00:00","22:00:00","10:30:00","22:30:00","10:30:00","22:00:00","","07-8230883"
"1770","夢時代購物中心","高雄市","前鎮區","高雄市前鎮區中華五路789號","大型購物場所","百貨業","","1148","5樓醫務室","5樓醫務室","22.595093","120.308087","11:00:00","22:00:00","10:30:00","22:30:00","10:30:00","22:00:00","","07-8230883"
"1770","夢時代購物中心","高雄市","前鎮區","高雄市前鎮區中華五路789號","大型購物場所","百貨業","","1149","西側3樓VIP廳旁","西側3樓VIP廳旁","22.59434","120.305872","11:00:00","22:00:00","10:30:00","22:30:00","10:30:00","22:00:00","","全天"
"24724","中鋼碳素化學股份有限公司","高雄市","小港區","高雄市小港區中林路42號","其他","其他場所","中鋼碳素化學股份有限公司辦公區位於中鋼南門內","1151","辦公大樓一樓","放置於中鋼碳素化學股份有限公司辦公大樓，一樓大門開啟後右側","22.533335332903","120.36143025878","07:30:00","16:30:00","","","","","","07-8030619#7777"
"1573","高雄市紅毛港文化園區","高雄市","小港區","高雄市小港區南星路2808號","觀光旅遊地區","文化園區","","1152","紅毛港文化園區輪渡站","位於園區候船室內。","22.550849","120.318811","15:00:00","20:00:00","10:00:00","21:00:00","10:00:00","21:00:00","每星期三及除夕休園","07-8711815"
"40","高雄市政府勞工局勞工教育生活中心獅甲會館","高雄市","前鎮區","高雄市前鎮區中山三路132號","旅宿場所","招待所","","1153","一樓櫃檯","住宿部櫃檯","22.607712","120.309556","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","","07-3328110#9"
"17","高雄市政府觀光局旗津海水浴場","高雄市","旗津區","高雄市旗津區永安里廟前路1號","觀光旅遊地區","地方政府主管風景區","","1154","旗津海水浴場辦公室外","辦公室外騎樓","22.611495","120.266047","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","星期一~星期五0930~1730 星期六~星期日0900~1730","07-5710811"
"1540","高雄市政府四維行政中心","高雄市","苓雅區","高雄市苓雅區四維三路2號","其他","其他場所","","1155","四維行政中心1樓","四維行政中心1樓聯合服務中心門口左側警衛服務台旁","22.620431","120.312016","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0956154314"
"10488","高雄市政府勞工局勞工教育生活中心勞工博物館","高雄市","前金區","高雄市前金區中正四路261號6樓","大型休閒場所","博物館","","1156","博物館3樓","展場開放空間","22.62713","120.289884","09:00:00","17:00:00","09:00:00","17:00:00","00:00:00","00:00:00","每週日、一休館","07-216-0509"
"1699","高雄市殯葬管理處第一殯儀館","高雄市","三民區","高雄市三民區本館路600巷20號","學校、大型集會場所","殯儀館","","1160","第一殯儀館服務中心","第一殯儀館服務中心入口處右邊","22.660657","120.332337","08:00:00","17:30:00","08:00:00","16:00:00","08:00:00","16:00:00","非24小時開放","07-3816316#106"
"1860","澄清湖棒球場","高雄市","鳥松區","高雄市鳥松區大埤路113號","學校、大型集會場所","健身中心","","1165","大門入口內右側區","大門入口內右側區","22.65477","120.359398","","","","","","","全日早上0800-1200
下午1330-1730","077336978"
"1860","澄清湖棒球場","高雄市","鳥松區","高雄市鳥松區大埤路113號","學校、大型集會場所","健身中心","","1166","二樓大門入口右側","二樓大門入口右側","22.65424","120.358223","","","","","","","每日早上0800-1200
下午1330-1730","077336978"
"1860","澄清湖棒球場","高雄市","鳥松區","高雄市鳥松區大埤路113號","學校、大型集會場所","健身中心","","1167","1樓外野","外野出入口右側","22.654017","120.358722","","","","","","","每日08:00-12:00  13:30-17:30
是申請使用情況開放","077336978"
"1668","高雄市大東文化藝術中心","高雄市","鳳山區","高雄市鳳山區光遠路161號","觀光旅遊地區","文化園區","","1169","園區警衛保全室內","保全室入口右側靠牆處","22.624969","120.363489","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","24小時全年無休","07-7430011轉1067"
"1623","高雄市桃源區衛生所","高雄市","桃源區","高雄市桃源區桃源里188-1號","其他","其他場所","","1172","桃源區衛生所","衛生所1樓門診等候區與急診區中間位置","23.226519","120.850639","08:00:00","17:30:00","08:00:00","21:30:00","08:00:00","21:30:00","","6261126"
"1498","高雄市殯葬管理處第二殯儀館仁武分館","高雄市","仁武區","高雄市仁武區文學三街167號","學校、大型集會場所","殯儀館","","1173","辦公室","辦公室內民眾座位區旁","22.697785","120.352132","08:00:00","17:30:00","","","","","","08:00~17:30"
"19563","宜蘭縣宜蘭市中山國民小學","宜蘭縣","宜蘭市","宜蘭縣宜蘭市崇聖街4號","學校、大型集會場所","國小","","1174","本校總務處門口旁","本校面對總務處門口右手邊","24.753846344969","121.75460393152","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-9322064#116"
"15950","臺北市南港運動中心","臺北市","南港區","臺北市南港區玉成街69號","學校、大型集會場所","健身中心","","1175","二樓健身入口處","臺北市南港運動中心二樓健身入口處","25.048941","121.581949","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","","02-26532279"
"3","國立陽明交通大學臺南校區","臺南市","歸仁區","臺南市歸仁區臺南市歸仁區高發三路二段301號","學校、大型集會場所","大專院校","","1177","國立陽明交通大學臺南校區 奇美樓1樓大廳","奇美樓1樓大廳","22.92482","120.294939","08:00:00","17:00:00","","","","","","06-3032121#57742"
"9995","新光三越百貨股份有限公司台南西門分公司","臺南市","中西區","臺南市中西區西門路一段658號1樓","大型購物場所","百貨業","","1178","三樓A區醫務室","三樓A區醫護室入口處","22.986802","120.198058","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","06-3030999#2319"
"3080","國道高速公路新營服務區南站","臺南市","後壁區","臺南市後壁區竹新里新厝69號","交通要衝","高速公路服務區","","1182","新營服務區南站","南站服務台旁","23.340905","120.307157","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","","06-6325892"
